service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2026-07-272026-07-31004371,1,1,1,1,1,1,1,20260727,20260731                                                                                                                                                                                                                                                                                                    
2026-08-012026-08-02004371,1,1,1,1,1,1,1,20260801,20260802                                                                                                                                                                                                                                                                                                    
2026-08-032026-08-14004371,1,1,1,1,1,1,1,20260803,20260814                                                                                                                                                                                                                                                                                                    
2026-08-152026-08-16004371,1,1,1,1,1,1,1,20260815,20260816                                                                                                                                                                                                                                                                                                    
2026-08-172026-08-28004371,1,1,1,1,1,1,1,20260817,20260828                                                                                                                                                                                                                                                                                                    
2026-08-292026-08-30004371,1,1,1,1,1,1,1,20260829,20260830                                                                                                                                                                                                                                                                                                    
2026-08-312026-09-11004371,1,1,1,1,1,1,1,20260831,20260911                                                                                                                                                                                                                                                                                                    
2026-09-122026-09-13004371,1,1,1,1,1,1,1,20260912,20260913                                                                                                                                                                                                                                                                                                    
2026-09-142026-09-25004371,1,1,1,1,1,1,1,20260914,20260925                                                                                                                                                                                                                                                                                                    
2026-09-262026-09-27004371,1,1,1,1,1,1,1,20260926,20260927                                                                                                                                                                                                                                                                                                    
2026-09-282026-10-09004371,1,1,1,1,1,1,1,20260928,20261009                                                                                                                                                                                                                                                                                                    
2026-10-102026-10-11004371,1,1,1,1,1,1,1,20261010,20261011                                                                                                                                                                                                                                                                                                    
2026-10-122026-10-14004371,1,1,1,1,1,1,1,20261012,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-01004372,1,1,1,1,1,1,1,20260501,20260501                                                                                                                                                                                                                                                                                                    
2026-05-022026-05-03004372,1,1,1,1,1,1,1,20260502,20260503                                                                                                                                                                                                                                                                                                    
2026-05-042026-05-15004372,1,1,1,1,1,1,1,20260504,20260515                                                                                                                                                                                                                                                                                                    
2026-05-162026-05-17004372,1,1,1,1,1,1,1,20260516,20260517                                                                                                                                                                                                                                                                                                    
2026-05-182026-05-29004372,1,1,1,1,1,1,1,20260518,20260529                                                                                                                                                                                                                                                                                                    
2026-05-302026-05-31004372,1,1,1,1,1,1,1,20260530,20260531                                                                                                                                                                                                                                                                                                    
2026-06-012026-06-05004372,1,1,1,1,1,1,1,20260601,20260605                                                                                                                                                                                                                                                                                                    
2026-06-062026-06-07004372,1,1,1,1,1,1,1,20260606,20260607                                                                                                                                                                                                                                                                                                    
2026-06-082026-06-12004372,1,1,1,1,1,1,1,20260608,20260612                                                                                                                                                                                                                                                                                                    
2026-06-132026-06-18004372,1,1,1,1,1,1,1,20260613,20260618                                                                                                                                                                                                                                                                                                    
2026-06-192026-06-26004372,1,1,1,1,1,1,1,20260619,20260626                                                                                                                                                                                                                                                                                                    
2026-06-272026-06-28004372,1,1,1,1,1,1,1,20260627,20260628                                                                                                                                                                                                                                                                                                    
2026-06-292026-07-03004372,1,1,1,1,1,1,1,20260629,20260703                                                                                                                                                                                                                                                                                                    
2026-07-042026-07-05004372,1,1,1,1,1,1,1,20260704,20260705                                                                                                                                                                                                                                                                                                    
2026-07-062026-07-17004372,1,1,1,1,1,1,1,20260706,20260717                                                                                                                                                                                                                                                                                                    
2026-07-182026-07-19004372,1,1,1,1,1,1,1,20260718,20260719                                                                                                                                                                                                                                                                                                    
2026-07-202026-07-24004372,1,1,1,1,1,1,1,20260720,20260724                                                                                                                                                                                                                                                                                                    
2026-07-252026-07-26004372,1,1,1,1,1,1,1,20260725,20260726                                                                                                                                                                                                                                                                                                    
2026-07-272026-07-31004372,1,1,1,1,1,1,1,20260727,20260731                                                                                                                                                                                                                                                                                                    
2026-08-012026-08-02004372,1,1,1,1,1,1,1,20260801,20260802                                                                                                                                                                                                                                                                                                    
2026-08-032026-08-14004372,1,1,1,1,1,1,1,20260803,20260814                                                                                                                                                                                                                                                                                                    
2026-08-152026-08-16004372,1,1,1,1,1,1,1,20260815,20260816                                                                                                                                                                                                                                                                                                    
2026-08-172026-08-28004372,1,1,1,1,1,1,1,20260817,20260828                                                                                                                                                                                                                                                                                                    
2026-08-292026-08-30004372,1,1,1,1,1,1,1,20260829,20260830                                                                                                                                                                                                                                                                                                    
2026-08-312026-09-11004372,1,1,1,1,1,1,1,20260831,20260911                                                                                                                                                                                                                                                                                                    
2026-09-122026-09-13004372,1,1,1,1,1,1,1,20260912,20260913                                                                                                                                                                                                                                                                                                    
2026-09-142026-09-25004372,1,1,1,1,1,1,1,20260914,20260925                                                                                                                                                                                                                                                                                                    
2026-09-262026-09-27004372,1,1,1,1,1,1,1,20260926,20260927                                                                                                                                                                                                                                                                                                    
2026-09-282026-10-09004372,1,1,1,1,1,1,1,20260928,20261009                                                                                                                                                                                                                                                                                                    
2026-10-102026-10-11004372,1,1,1,1,1,1,1,20261010,20261011                                                                                                                                                                                                                                                                                                    
2026-10-122026-10-14004372,1,1,1,1,1,1,1,20261012,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-01004373,1,1,1,1,1,1,1,20260501,20260501                                                                                                                                                                                                                                                                                                    
2026-05-022026-05-03004373,1,1,1,1,1,1,1,20260502,20260503                                                                                                                                                                                                                                                                                                    
2026-05-042026-05-15004373,1,1,1,1,1,1,1,20260504,20260515                                                                                                                                                                                                                                                                                                    
2026-05-162026-05-17004373,1,1,1,1,1,1,1,20260516,20260517                                                                                                                                                                                                                                                                                                    
2026-05-182026-05-29004373,1,1,1,1,1,1,1,20260518,20260529                                                                                                                                                                                                                                                                                                    
2026-05-302026-05-31004373,1,1,1,1,1,1,1,20260530,20260531                                                                                                                                                                                                                                                                                                    
2026-06-012026-06-05004373,1,1,1,1,1,1,1,20260601,20260605                                                                                                                                                                                                                                                                                                    
2026-06-062026-06-07004373,1,1,1,1,1,1,1,20260606,20260607                                                                                                                                                                                                                                                                                                    
2026-06-082026-06-12004373,1,1,1,1,1,1,1,20260608,20260612                                                                                                                                                                                                                                                                                                    
2026-06-132026-06-18004373,1,1,1,1,1,1,1,20260613,20260618                                                                                                                                                                                                                                                                                                    
2026-06-192026-06-26004373,1,1,1,1,1,1,1,20260619,20260626                                                                                                                                                                                                                                                                                                    
2026-06-272026-06-28004373,1,1,1,1,1,1,1,20260627,20260628                                                                                                                                                                                                                                                                                                    
2026-06-292026-07-03004373,1,1,1,1,1,1,1,20260629,20260703                                                                                                                                                                                                                                                                                                    
2026-07-042026-07-05004373,1,1,1,1,1,1,1,20260704,20260705                                                                                                                                                                                                                                                                                                    
2026-07-062026-07-17004373,1,1,1,1,1,1,1,20260706,20260717                                                                                                                                                                                                                                                                                                    
2026-07-182026-07-19004373,1,1,1,1,1,1,1,20260718,20260719                                                                                                                                                                                                                                                                                                    
2026-07-202026-07-24004373,1,1,1,1,1,1,1,20260720,20260724                                                                                                                                                                                                                                                                                                    
2026-07-252026-07-26004373,1,1,1,1,1,1,1,20260725,20260726                                                                                                                                                                                                                                                                                                    
2026-07-272026-07-31004373,1,1,1,1,1,1,1,20260727,20260731                                                                                                                                                                                                                                                                                                    
2026-08-012026-08-02004373,1,1,1,1,1,1,1,20260801,20260802                                                                                                                                                                                                                                                                                                    
2026-08-032026-08-14004373,1,1,1,1,1,1,1,20260803,20260814                                                                                                                                                                                                                                                                                                    
2026-08-152026-08-16004373,1,1,1,1,1,1,1,20260815,20260816                                                                                                                                                                                                                                                                                                    
2026-08-172026-08-28004373,1,1,1,1,1,1,1,20260817,20260828                                                                                                                                                                                                                                                                                                    
2026-08-292026-08-30004373,1,1,1,1,1,1,1,20260829,20260830                                                                                                                                                                                                                                                                                                    
2026-08-312026-09-11004373,1,1,1,1,1,1,1,20260831,20260911                                                                                                                                                                                                                                                                                                    
2026-09-122026-09-12004373,1,1,1,1,1,1,1,20260912,20260912                                                                                                                                                                                                                                                                                                    
2026-09-132026-09-13004373,1,1,1,1,1,1,1,20260913,20260913                                                                                                                                                                                                                                                                                                    
2026-09-142026-09-25004373,1,1,1,1,1,1,1,20260914,20260925                                                                                                                                                                                                                                                                                                    
2026-09-262026-09-27004373,1,1,1,1,1,1,1,20260926,20260927                                                                                                                                                                                                                                                                                                    
2026-09-282026-10-09004373,1,1,1,1,1,1,1,20260928,20261009                                                                                                                                                                                                                                                                                                    
2026-10-102026-10-11004373,1,1,1,1,1,1,1,20261010,20261011                                                                                                                                                                                                                                                                                                    
2026-10-122026-10-14004373,1,1,1,1,1,1,1,20261012,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-06-05004381,1,1,1,1,1,1,1,20260501,20260605                                                                                                                                                                                                                                                                                                    
2026-06-062026-06-07004381,1,1,1,1,1,1,1,20260606,20260607                                                                                                                                                                                                                                                                                                    
2026-06-082026-06-12004381,1,1,1,1,1,1,1,20260608,20260612                                                                                                                                                                                                                                                                                                    
2026-06-132026-06-18004381,1,1,1,1,1,1,1,20260613,20260618                                                                                                                                                                                                                                                                                                    
2026-06-192026-10-14004381,1,1,1,1,1,1,1,20260619,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-06-05004382,1,1,1,1,1,1,1,20260501,20260605                                                                                                                                                                                                                                                                                                    
2026-06-062026-06-07004382,1,1,1,1,1,1,1,20260606,20260607                                                                                                                                                                                                                                                                                                    
2026-06-082026-06-12004382,1,1,1,1,1,1,1,20260608,20260612                                                                                                                                                                                                                                                                                                    
2026-06-132026-06-18004382,1,1,1,1,1,1,1,20260613,20260618                                                                                                                                                                                                                                                                                                    
2026-06-192026-10-14004382,1,1,1,1,1,1,1,20260619,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-06-05004383,1,1,1,1,1,1,1,20260501,20260605                                                                                                                                                                                                                                                                                                    
2026-06-062026-06-07004383,1,1,1,1,1,1,1,20260606,20260607                                                                                                                                                                                                                                                                                                    
2026-06-082026-06-12004383,1,1,1,1,1,1,1,20260608,20260612                                                                                                                                                                                                                                                                                                    
2026-06-132026-06-18004383,1,1,1,1,1,1,1,20260613,20260618                                                                                                                                                                                                                                                                                                    
2026-06-192026-10-14004383,1,1,1,1,1,1,1,20260619,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-09-06004601,1,1,1,1,1,1,1,20260501,20260906                                                                                                                                                                                                                                                                                                    
2026-05-012026-09-06004631,1,1,1,1,1,1,1,20260501,20260906                                                                                                                                                                                                                                                                                                    
2026-05-012026-10-14005301,1,1,1,1,1,1,1,20260501,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-10-14005302,1,1,1,1,1,1,1,20260501,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-29005331,1,1,1,1,1,1,1,20260501,20260529                                                                                                                                                                                                                                                                                                    
2026-05-302026-10-14005331,1,1,1,1,1,1,1,20260530,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-29005332,1,1,1,1,1,1,1,20260501,20260529                                                                                                                                                                                                                                                                                                    
2026-05-302026-10-14005332,1,1,1,1,1,1,1,20260530,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-31005581,1,1,1,1,1,1,1,20260501,20260531                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-31005601,1,1,1,1,1,1,1,20260501,20260531                                                                                                                                                                                                                                                                                                    
2026-05-022026-05-31005621,1,1,1,1,1,1,1,20260502,20260531                                                                                                                                                                                                                                                                                                    
2026-06-022026-09-09005621,1,1,1,1,1,1,1,20260602,20260909                                                                                                                                                                                                                                                                                                    
2026-09-102026-09-10005621,1,1,1,1,1,1,1,20260910,20260910                                                                                                                                                                                                                                                                                                    
2026-09-122026-10-14005621,1,1,1,1,1,1,1,20260912,20261014                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-23005631,1,1,1,1,1,1,1,20260501,20260523                                                                                                                                                                                                                                                                                                    
2026-05-252026-05-25005631,1,1,1,1,1,1,1,20260525,20260525                                                                                                                                                                                                                                                                                                    
2026-05-262026-10-10005631,1,1,1,1,1,1,1,20260526,20261010                                                                                                                                                                                                                                                                                                    
2026-10-122026-10-12005631,1,1,1,1,1,1,1,20261012,20261012                                                                                                                                                                                                                                                                                                    
2026-05-022026-05-02006001,1,1,1,1,1,1,1,20260502,20260502                                                                                                                                                                                                                                                                                                    
2026-05-032026-05-29006001,1,1,1,1,1,1,1,20260503,20260529                                                                                                                                                                                                                                                                                                    
2026-05-302026-05-30006001,1,1,1,1,1,1,1,20260530,20260530                                                                                                                                                                                                                                                                                                    
2026-05-312026-06-30006001,1,1,1,1,1,1,1,20260531,20260630                                                                                                                                                                                                                                                                                                    
2026-05-022026-05-31006011,1,1,1,1,1,1,1,20260502,20260531                                                                                                                                                                                                                                                                                                    
2026-06-012026-06-01006011,1,1,1,1,1,1,1,20260601,20260601                                                                                                                                                                                                                                                                                                    
2026-06-022026-06-30006011,1,1,1,1,1,1,1,20260602,20260630                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-01006021,1,1,1,1,1,1,1,20260501,20260501                                                                                                                                                                                                                                                                                                    
2026-05-022026-05-31006021,1,1,1,1,1,1,1,20260502,20260531                                                                                                                                                                                                                                                                                                    
2026-06-012026-06-01006021,1,1,1,1,1,1,1,20260601,20260601                                                                                                                                                                                                                                                                                                    
2026-06-022026-06-30006021,1,1,1,1,1,1,1,20260602,20260630                                                                                                                                                                                                                                                                                                    
2026-05-022026-05-02006031,1,1,1,1,1,1,1,20260502,20260502                                                                                                                                                                                                                                                                                                    
2026-05-032026-05-29006031,1,1,1,1,1,1,1,20260503,20260529                                                                                                                                                                                                                                                                                                    
2026-05-302026-05-30006031,1,1,1,1,1,1,1,20260530,20260530                                                                                                                                                                                                                                                                                                    
2026-05-312026-06-30006031,1,1,1,1,1,1,1,20260531,20260630                                                                                                                                                                                                                                                                                                    
2026-05-012026-05-01006051,1,1,1,1,1,1,1,20260501,20260501                                                                                                                                                                                                                                                                                                    
2026-05-032026-05-03006051,1,1,1,1,1,1,1,20260503,20260503                                                                                                                                                                                                                                                                                                    
2026-05-042026-05-30006051,1,1,1,1,1,1,1,20260504,20260530                                                                                                                                                                                                                                                                                                    
2026-05-312026-06-01006051,1,1,1,1,1,1,1,20260531,20260601                                                                                                                                                                                                                                                                                                    
2026-06-022026-06-30006051,1,1,1,1,1,1,1,20260602,20260630                                                                                                                                                                                                                                                                                                    
